id,category,reviewTag*,title,desc,linkToRepository,linkToOpenedIssue,fixed (y/n/m),fixingCommit,cd-linter-bug,comment-labels,fix-labels,"notes (e.g., how they fix it,)",reaction,lastChecked,state,isAssigned,numUpvotes,numDownvotes,numComments,label*,monitoringTag*,monitoringComment,contributors,contributorsSinceIssue,commitsSinceIssue,fixingCommit-message,resolution-time
OpenMW__openmw__Job-Allow-Failure__MacOS,Job-Allow-Failure,NULL,GitLab config: Failures in job 'MacOS' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/OpenMW/openmw,https://gitlab.com/OpenMW/openmw/issues/5135,n,,,"no-enough-hardware, temporary-smell, no-trust",,No macos and windows runners available,not-now,200205-181433,closed,FALSE,0,0,2,NULL,reaction:negative,NULL,84,24,530,,
mike-koch__Mods-for-HESK__Manual-Job__package,Manual-Job,NULL,GitLab config: Job 'package' is manually triggered,DROPPED FOR NOW,https://gitlab.com/mike-koch/Mods-for-HESK,https://gitlab.com/mike-koch/Mods-for-HESK/issues/679,n,,deploy-phase,,,,,200205-181443,closed,FALSE,0,1,0,NULL,reaction:negative,NULL,14,2,10,,
xonotic__xonstat__Versioning__requirementstxt__psycopg2__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/xonotic/xonstat,https://gitlab.com/xonotic/xonstat/issues/181,n,,,,,,,200205-180822,opened,FALSE,0,0,0,NULL,NULL,NULL,12,2,12,,
susurrus__fat-rs__Job-Allow-Failure__x86_64-unknown-linux-gnux32,Job-Allow-Failure,NULL,GitLab config: Failures in job 'x86_64-unknown-linux-gnux32' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/susurrus/fat-rs,https://gitlab.com/susurrus/fat-rs/issues/17,,,,,,,,200205-181329,opened,FALSE,0,0,0,NULL,NULL,NULL,3,0,0,,
alelec__navdy__NavdyOBD__Vulnerability__--storePassword-alelec,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/alelec/navdy/NavdyOBD,https://gitlab.com/alelec/navdy/NavdyOBD/issues/1,,,,,,,,200205-181329,deleted,FALSE,1,0,4,NULL,decision:reject,NULL,-1,-1,-1,,
gitlab-org__sidekiq-reliable-fetch__Job-Allow-Failure__integration_basic,Job-Allow-Failure,NULL,GitLab config: Failures in job 'integration_basic' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/gitlab-org/sidekiq-reliable-fetch,https://gitlab.com/gitlab-org/sidekiq-reliable-fetch/issues/20,n,,,,,several labels were assigned/removed,,200205-180825,opened,FALSE,0,0,0,NULL,NULL,NULL,5,2,5,,
vstconsulting__polemarch-ansible__Job-Retry__py27-coverage-ansible25,Job-Retry,always,GitLab config: Job 'py27-coverage-ansible25' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/vstconsulting/polemarch-ansible,https://gitlab.com/vstconsulting/polemarch-ansible/issues/1,n,,,,,,,200205-180829,opened,FALSE,0,0,0,NULL,NULL,NULL,2,1,4,,
hb9fxx__qrsspig__Job-Allow-Failure__report-cppcheck,Job-Allow-Failure,NULL,GitLab config: Failures in job 'report:cppcheck' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/hb9fxx/qrsspig,https://gitlab.com/hb9fxx/qrsspig/issues/115,n,,,"optional-job, code-quality, no-time",,cppcheck warnings are not important enough for you to fail your buil,not-now,200205-180837,opened,FALSE,1,0,2,NULL,decision:pending,NULL,7,3,35,,
rolla__xpncms__Job-Allow-Failure__composer,Job-Allow-Failure,NULL,GitLab config: Failures in job 'composer' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/rolla/xpncms,https://gitlab.com/rolla/xpncms/issues/252,n,,,,,,,200205-180844,opened,FALSE,0,0,0,NULL,NULL,NULL,4,2,7,,
bor-sh__git-gitlab__Versioning__gitlabyaml__mock__missing,Versioning,missing,GitLab config: '.gitlab-ci.yml' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/bor-sh/git-gitlab,https://gitlab.com/bor-sh/git-gitlab/issues/8,,,,,,,,200205-181336,opened,FALSE,0,0,0,NULL,NULL,NULL,5,0,0,,
kirara__reborn-modpack__Manual-Job__build_modpacks,Manual-Job,NULL,GitLab config: Job 'build_modpacks' is manually triggered,DROPPED FOR NOW,https://gitlab.com/kirara/reborn-modpack,https://gitlab.com/kirara/reborn-modpack/issues/1,,,,,,,,200205-181337,opened,FALSE,0,0,0,NULL,NULL,NULL,4,0,0,,
fg-radi__osm2city__Versioning__requirementstxt__descartes__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/fg-radi/osm2city,https://gitlab.com/fg-radi/osm2city/issues/128,,,,,,,,200205-181338,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
petelawler__LiBrew__Versioning__requirementstxt__Adafruit-BBIO__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/petelawler/LiBrew,https://gitlab.com/petelawler/LiBrew/issues/61,n,,,,,,,200205-180854,opened,FALSE,0,0,0,NULL,NULL,NULL,9,1,5,,
nerdocs__gdaps__Versioning__requirementstxt__django__any-upper-version,Versioning,any-upper-version,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/nerdocs/gdaps,https://gitlab.com/nerdocs/gdaps/issues/7,n,,,,,he doesn't seem conviced enough but we did not follow up the discussion,not-now,200205-180856,opened,FALSE,0,0,1,NULL,unknown,NULL,1,1,341,,
cnpsaintmartin__arpa-network__Job-Allow-Failure__lint,Job-Allow-Failure,NULL,GitLab config: Failures in job 'lint' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/cnpsaintmartin/arpa-network,https://gitlab.com/cnpsaintmartin/arpa-network/issues/80,n,,,,,,,200205-180900,opened,FALSE,0,0,0,NULL,NULL,NULL,4,2,17,,
gitlab-com__www-gitlab-com__Manual-Job__check_links,Manual-Job,NULL,GitLab config: Job 'check_links' is manually triggered,DROPPED FOR NOW,https://gitlab.com/gitlab-com/www-gitlab-com,https://gitlab.com/gitlab-com/www-gitlab-com/issues/5060,n,,,no-time,,they seem to ignore several of these technical issues. Our friend is here,,200205-180911,opened,FALSE,0,0,0,NULL,NULL,NULL,369,1235,32509,,
tezos__tezos__Job-Retry__integration-sandboxes-voting,Job-Retry,always,GitLab config: Job 'integration:sandboxes:voting' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/tezos/tezos,https://gitlab.com/tezos/tezos/issues/564,n,,,,,,,200205-181126,opened,FALSE,0,0,0,NULL,NULL,NULL,97,49,570,,
digested__node-digest__Job-Retry__firefox,Job-Retry,always,GitLab config: Job 'firefox' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/digested/node-digest,https://gitlab.com/digested/node-digest/issues/6,n,,"skipped-job, wrong-jobname",,,,,200205-181146,opened,FALSE,0,0,0,NULL,NULL,NULL,3,2,11,,
dosuken123__thin-gdk__Job-Retry__monolith-build,Job-Retry,always,GitLab config: Job 'monolith-build' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/dosuken123/thin-gdk,https://gitlab.com/dosuken123/thin-gdk/issues/32,y,624c77081bda54c9ebd1a55caebff95042f346be,,job-removed,,"problems were commented out. However, some retries persist",,200205-181147,opened,FALSE,0,0,0,NULL,NULL,NULL,2,2,42,"Support pages/runner/jaegar
",5769410026
exosphere__exosphere__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,NULL,GitLab config: Failures in job 'dependency_scanning' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/exosphere/exosphere,https://gitlab.com/exosphere/exosphere/issues/253,n,,dependency-scanning,,,,,200205-181156,opened,FALSE,0,0,0,NULL,NULL,NULL,9,5,153,,
BuildGrid__buildgrid__Versioning__requirementstxt__janus__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/BuildGrid/buildgrid,https://gitlab.com/BuildGrid/buildgrid/issues/197,y,8ae5928763c35c3d8fd50266e873584668fb1e5b,,,,,,200205-181217,opened,FALSE,0,0,0,NULL,NULL,NULL,27,16,159,"Freeze all requirements to the latest, compatible versions.
",14395242213
rootcaid__pki-websdk-build__Vulnerability__-token-30dc778384e638b43e0f105cda758d,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/rootcaid/pki-websdk-build,https://gitlab.com/rootcaid/pki-websdk-build/issues/2,,,,,,,,200205-181410,opened,FALSE,0,0,0,NULL,unknown,NULL,5,0,0,,
flectra-hq__build-tools__Versioning__requirementstxt__coveralls__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/flectra-hq/build-tools,https://gitlab.com/flectra-hq/build-tools/issues/1,n,,,,,,positive,200205-181227,opened,FALSE,0,0,4,NULL,decision:pending,NULL,3,1,1,,
cppit__jucipp__Manual-Job__Clean-appveyor-cache,Manual-Job,NULL,GitLab config: Job 'Clean appveyor cache' is manually triggered,DROPPED FOR NOW,https://gitlab.com/cppit/jucipp,https://gitlab.com/cppit/jucipp/issues/413,n,,,"optional-job, temporary-smell, agreement",,"They want to make the execution conditional, based on another job",not-now,200205-181234,opened,FALSE,0,0,3,NULL,decision:pending,NULL,39,1,43,,
cordite__cordite__Job-Retry__test-nms,Job-Retry,always,GitLab config: Job 'test:nms' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/cordite/cordite,https://gitlab.com/cordite/cordite/issues/690,n,,,,,,,200205-181238,opened,FALSE,0,0,0,NULL,NULL,NULL,30,6,43,,
webmaicon__sorterica__Manual-Job__gera_numero,Manual-Job,NULL,GitLab config: Job 'gera_numero' is manually triggered,DROPPED FOR NOW,https://gitlab.com/webmaicon/sorterica,https://gitlab.com/webmaicon/sorterica/issues/1,n,,,,,,,200205-181243,opened,FALSE,0,0,0,NULL,NULL,NULL,3,1,1,,
RJain12__rishab-jain__Vulnerability__--api-key-9ebbcf81-4594-46e5-9736-2cfe165465ee,Vulnerability,NULL,GitLab config: Hard-coded credentials in '.gitlab-ci.yml',DROPPED FOR NOW,https://gitlab.com/RJain12/rishab-jain,https://gitlab.com/RJain12/rishab-jain/issues/1,,,,,,,,200205-181418,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
Commit451__LabCoat__Job-Allow-Failure__pages,Job-Allow-Failure,NULL,GitLab config: Failures in job 'pages' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/Commit451/LabCoat,https://gitlab.com/Commit451/LabCoat/issues/434,n,,,,,,,200205-181309,opened,FALSE,0,0,0,NULL,NULL,NULL,27,2,26,,
backstage-technical-services__laravel-site__Job-Allow-Failure__dependency_scanning,Job-Allow-Failure,NULL,GitLab config: Failures in job 'dependency_scanning' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/backstage-technical-services/laravel-site,https://gitlab.com/backstage-technical-services/laravel-site/issues/113,,,,,,,,200205-181421,deleted,FALSE,0,0,0,NULL,reaction:negative,NULL,-1,-1,-1,,
gnukhata__gkcore__Versioning__requirementstxt__sqlalchemy__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/gnukhata/gkcore,https://gitlab.com/gnukhata/gkcore/issues/509,n,,,,,,,200205-181318,opened,FALSE,0,0,0,NULL,NULL,NULL,36,12,179,,
aceteam-kaist__ACE-Molecule__Job-Allow-Failure__run-cpplint,Job-Allow-Failure,NULL,GitLab config: Failures in job 'run-cpplint' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/aceteam.kaist/ACE-Molecule,https://gitlab.com/aceteam.kaist/ACE-Molecule/issues/108,n,,code-quality,,,,,200205-181338,opened,FALSE,0,0,0,NULL,NULL,NULL,25,2,2,,
juergen-kosel-jk__wireshark__Job-Retry__clang-6,Job-Retry,always,GitLab config: Job 'clang-6' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/juergen.kosel.jk/wireshark,https://gitlab.com/juergen.kosel.jk/wireshark/issues/3,n,,,,,The guys said that is not the maintainer and we should post on a different bug/issue report system,invalid,200205-181343,opened,FALSE,0,0,1,NULL,NULL,NULL,193,131,1003,,
mailman__postorius__Job-Allow-Failure__git-heads,Job-Allow-Failure,NULL,GitLab config: Failures in job 'git-heads' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/mailman/postorius,https://gitlab.com/mailman/postorius/issues/380,n,,,,,,,200205-181354,opened,FALSE,0,0,0,NULL,NULL,NULL,113,44,148,,
gis23__search_engine__Manual-Job__build_GCR,Manual-Job,NULL,GitLab config: Job 'build_GCR' is manually triggered,DROPPED FOR NOW,https://gitlab.com/gis23/search_engine,https://gitlab.com/gis23/search_engine/issues/1,,,,,,,,200205-181430,opened,FALSE,0,0,0,NULL,NULL,NULL,1,0,0,,
luichan__official-wireshark__Job-Retry__clang-6,Job-Retry (duplicate),always,GitLab config: Job 'clang-6' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/luichan/official-wireshark,https://gitlab.com/luichan/official-wireshark/issues/1,n,,,duplicate-issue,,Duplicate (https://gitlab.com/juergen.kosel.jk/wireshark/issues/3),,200205-181401,opened,FALSE,0,0,0,NULL,NULL,NULL,193,140,1156,,
districted__web-client__Job-Retry__deploy-staging,Job-Retry,always,GitLab config: Job 'deploy-staging' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/districted/web-client,https://gitlab.com/districted/web-client/issues/1,n,,deploy-phase,,,,,200205-181414,opened,FALSE,0,0,0,NULL,NULL,NULL,4,2,4,,
pantomath-io__panto__Job-Retry__docker_tag_stable,Job-Retry,always,GitLab config: Job 'docker_tag_stable' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/pantomath-io/panto,https://gitlab.com/pantomath-io/panto/issues/511,n,,deploy-phase,,,,,200205-181415,opened,FALSE,0,0,0,NULL,NULL,NULL,5,2,25,,
signal9__cpp-env__Manual-Job__build,Manual-Job,NULL,GitLab config: Job 'build' is manually triggered,DROPPED FOR NOW,https://gitlab.com/signal9/cpp-env,https://gitlab.com/signal9/cpp-env/issues/1,n,,,,,,,200205-181429,opened,FALSE,0,0,0,NULL,NULL,NULL,1,2,12,,
lu-ci__sigma__apex-sigma__Versioning__requirementstxt__aiml__missing,Versioning,missing,GitLab config: 'requirements.txt' does not specify the exact version of all dependencies,DROPPED FOR NOW,https://gitlab.com/lu-ci/sigma/apex-sigma,https://gitlab.com/lu-ci/sigma/apex-sigma/issues/334,,,,,,,,200205-181440,deleted,FALSE,0,0,0,NULL,NULL,NULL,-1,-1,-1,,
mataara__Mataara-Server__Job-Allow-Failure__python_lint,Job-Allow-Failure,NULL,GitLab config: Failures in job 'python_lint' cannot fail the build,DROPPED FOR NOW,https://gitlab.com/mataara/Mataara-Server,https://gitlab.com/mataara/Mataara-Server/issues/20,n,,code-quality,,,"Fun fact: he disabled the allow failure for other quality checks, javascript lint (https://gitlab.com/mataara/Mataara-Server/commit/c71c775f49774ccd44a2277e258d4c0a562c81ff)",,200205-181438,opened,FALSE,0,0,0,NULL,NULL,NULL,20,4,44,,
noosfero__noosfero__Job-Retry__selenium-4,Job-Retry,always,GitLab config: Job 'selenium-4' is retried in case of failures,DROPPED FOR NOW,https://gitlab.com/noosfero/noosfero,https://gitlab.com/noosfero/noosfero/issues/396,n,,,,,,,200205-181441,opened,FALSE,0,0,0,NULL,unknown,NULL,61,8,45,,
detached:https://gitlab.com/mrvik/jdrive/issues/35,NULL,NULL,NULL,NULL,https://gitlab.com/mrvik/jdrive,https://gitlab.com/mrvik/jdrive/issues/35,,,,,,,,200205-181446,closed,FALSE,0,0,0,NULL,detached,NULL,1,0,0,,
detached:https://gitlab.com/offa/docker-images/issues/68,NULL,NULL,NULL,NULL,https://gitlab.com/offa/docker-images,https://gitlab.com/offa/docker-images/issues/68,,,,,,,,200205-181447,closed,TRUE,1,0,6,enhancement,detached,NULL,1,1,16,,
detached:https://gitlab.com/perobertson/requisition/issues/23,NULL,NULL,NULL,NULL,https://gitlab.com/perobertson/requisition,https://gitlab.com/perobertson/requisition/issues/23,,,,,,,,200205-181448,closed,TRUE,1,0,3,NULL,detached,NULL,5,2,54,,
detached:https://gitlab.com/vstconsulting/polemarch/issues/88,NULL,NULL,NULL,NULL,https://gitlab.com/vstconsulting/polemarch,https://gitlab.com/vstconsulting/polemarch/issues/88,,,,,,,,200205-181450,closed,FALSE,0,0,4,NULL,detached,NULL,10,5,97,,
detached:https://gitlab.com/vuedoc/md/issues/29,NULL,NULL,NULL,NULL,https://gitlab.com/vuedoc/md,https://gitlab.com/vuedoc/md/issues/29,,,,,,,,200205-181452,opened,TRUE,1,0,0,NULL,detached,NULL,8,0,0,,
detached:https://gitlab.com/ydkn/capistrano-git-copy-bundle/issues/3,NULL,NULL,NULL,NULL,https://gitlab.com/ydkn/capistrano-git-copy-bundle,https://gitlab.com/ydkn/capistrano-git-copy-bundle/issues/3,,,,,,,,200205-181453,closed,FALSE,1,0,1,NULL,detached,NULL,1,1,3,,
detached:https://gitlab.com/zcash-docs/zcash-docs/issues/48,NULL,NULL,NULL,NULL,https://gitlab.com/zcash-docs/zcash-docs,https://gitlab.com/zcash-docs/zcash-docs/issues/48,,,,,,,,200205-181454,closed,FALSE,0,1,3,NULL,detached,NULL,16,3,27,,
detached:https://gitlab.com/wallzero/jsplumb-react/issues/2,NULL,NULL,NULL,NULL,https://gitlab.com/wallzero/jsplumb-react,https://gitlab.com/wallzero/jsplumb-react/issues/2,,,,,,,,200205-181455,opened,FALSE,0,0,0,NULL,detached,NULL,1,0,0,,
detached:https://gitlab.com/susurrus/gattii/issues/28,NULL,NULL,NULL,NULL,https://gitlab.com/susurrus/gattii,https://gitlab.com/susurrus/gattii/issues/28,,,,,,,,200205-181456,opened,FALSE,0,0,0,NULL,detached,NULL,2,0,0,,
detached:https://gitlab.com/pgjones/hypercorn/issues/85,NULL,NULL,NULL,NULL,https://gitlab.com/pgjones/hypercorn,https://gitlab.com/pgjones/hypercorn/issues/85,,,,,,,,200205-181457,closed,FALSE,0,1,2,NULL,detached,NULL,19,4,62,,
detached:https://gitlab.com/pgjones/quart/issues/258,NULL,NULL,NULL,NULL,https://gitlab.com/pgjones/quart,https://gitlab.com/pgjones/quart/issues/258,,,,,,,,200205-181459,closed,FALSE,0,1,2,NULL,detached,NULL,45,9,76,,
detached:https://gitlab.com/coala/cib/issues/66,NULL,NULL,NULL,NULL,https://gitlab.com/coala/cib,https://gitlab.com/coala/cib/issues/66,,,,,,,,200205-181500,opened,FALSE,0,0,0,NULL,detached,NULL,7,0,0,,
detached:https://gitlab.com/PPL2017csui/PPLA3/issues/21,NULL,NULL,NULL,NULL,https://gitlab.com/PPL2017csui/PPLA3,https://gitlab.com/PPL2017csui/PPLA3/issues/21,,,,,,,,200205-181501,opened,FALSE,0,0,0,NULL,detached,NULL,8,0,0,,
detached:https://gitlab.com/OsloMet-ABI/nikita-noark5-core/issues/130,NULL,NULL,NULL,NULL,https://gitlab.com/OsloMet-ABI/nikita-noark5-core,https://gitlab.com/OsloMet-ABI/nikita-noark5-core/issues/130,,,,,,,,200205-181502,closed,FALSE,0,0,0,NULL,detached,NULL,8,4,614,,
detached:https://gitlab.com/PPL2018csui/Kelas-D/PPL2018-D6/issues/15,NULL,NULL,NULL,NULL,https://gitlab.com/PPL2018csui/Kelas-D/PPL2018-D6,https://gitlab.com/PPL2018csui/Kelas-D/PPL2018-D6/issues/15,,,,,,,,200205-181507,deleted,FALSE,0,0,0,NULL,detached,NULL,-1,-1,-1,,
detached:https://gitlab.com/PPL2017csui/PPLB4/issues/70,NULL,NULL,NULL,NULL,https://gitlab.com/PPL2017csui/PPLB4,https://gitlab.com/PPL2017csui/PPLB4/issues/70,,,,,,,,200205-181507,opened,FALSE,0,0,0,NULL,detached,NULL,5,0,0,,
detached:https://gitlab.com/PPL2017csui/PPLB5/issues/53,NULL,NULL,NULL,NULL,https://gitlab.com/PPL2017csui/PPLB5,https://gitlab.com/PPL2017csui/PPLB5/issues/53,,,,,,,,200205-181508,opened,FALSE,0,0,0,NULL,detached,NULL,7,0,0,,
detached:https://gitlab.com/PPL2017csui/PPLB3/issues/56,NULL,NULL,NULL,NULL,https://gitlab.com/PPL2017csui/PPLB3,https://gitlab.com/PPL2017csui/PPLB3/issues/56,,,,,,,,200205-181509,opened,FALSE,0,0,0,NULL,detached,NULL,6,0,0,,
detached:https://gitlab.com/PPL2017csui/PPLA4/issues/7,NULL,NULL,NULL,NULL,https://gitlab.com/PPL2017csui/PPLA4,https://gitlab.com/PPL2017csui/PPLA4/issues/7,,,,,,,,200205-181510,opened,FALSE,0,0,0,NULL,detached,NULL,6,0,0,,
detached:https://gitlab.com/Flockademic/whereisscihub/issues/7,NULL,NULL,NULL,NULL,https://gitlab.com/Flockademic/whereisscihub,https://gitlab.com/Flockademic/whereisscihub/issues/7,,,,,,,,200205-181511,closed,FALSE,0,2,4,NULL,detached,NULL,17,1,1,,
detached:https://gitlab.com/aelita/docker-docker-compose/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/aelita/docker-docker-compose,https://gitlab.com/aelita/docker-docker-compose/issues/1,,,,,,,,200205-181512,opened,FALSE,0,0,0,NULL,detached,NULL,1,0,0,,
detached:https://gitlab.com/backstage-technical-services/laravel-site/issues/111,NULL,NULL,NULL,NULL,https://gitlab.com/backstage-technical-services/laravel-site,https://gitlab.com/backstage-technical-services/laravel-site/issues/111,,,,,,,,200205-181513,deleted,FALSE,0,0,0,NULL,detached,NULL,-1,-1,-1,,
detached:https://gitlab.com/coala/landing/issues/98,NULL,NULL,NULL,NULL,https://gitlab.com/coala/landing,https://gitlab.com/coala/landing/issues/98,,,,,,,,200205-181513,opened,FALSE,0,0,0,NULL,detached,NULL,7,0,0,,
detached:https://gitlab.com/coala/mobans/issues/123,NULL,NULL,NULL,NULL,https://gitlab.com/coala/mobans,https://gitlab.com/coala/mobans/issues/123,,,,,,,,200205-181514,opened,FALSE,1,0,2,NULL,detached,NULL,24,3,5,,
detached:https://gitlab.com/coala/coala-utils/issues/86,NULL,NULL,NULL,NULL,https://gitlab.com/coala/coala-utils,https://gitlab.com/coala/coala-utils/issues/86,,,,,,,,200205-181515,opened,FALSE,0,0,0,NULL,detached,NULL,36,2,3,,
detached:https://gitlab.com/caspermeijn/onvifviewer/issues/46,NULL,NULL,NULL,NULL,https://gitlab.com/caspermeijn/onvifviewer,https://gitlab.com/caspermeijn/onvifviewer/issues/46,,,,,,,,200205-181516,closed,FALSE,0,1,4,NULL,detached,"The authors changed the actual warning, which is caused by an old template that he used as an example. He now imports the official SAST template, which still includes allow:failure, so we do not count it as a fix. ",10,6,39,,
detached:https://gitlab.com/cloudigrade/cloudigrade/issues/610,NULL,NULL,NULL,NULL,https://gitlab.com/cloudigrade/cloudigrade,https://gitlab.com/cloudigrade/cloudigrade/issues/610,,,,,,,,200205-181518,opened,FALSE,0,0,0,NULL,detached,NULL,24,4,26,,
detached:https://gitlab.com/cloudigrade/frontigrade/issues/100,NULL,NULL,NULL,NULL,https://gitlab.com/cloudigrade/frontigrade,https://gitlab.com/cloudigrade/frontigrade/issues/100,,,,,,,,200205-181520,closed,FALSE,0,0,1,NULL,detached,NULL,13,0,0,,
detached:https://gitlab.com/coala/bears/coala-antlr/issues/27,NULL,NULL,NULL,NULL,https://gitlab.com/coala/bears/coala-antlr,https://gitlab.com/coala/bears/coala-antlr/issues/27,,,,,,,,200205-181520,deleted,FALSE,0,0,0,NULL,detached,NULL,-1,-1,-1,,
detached:https://gitlab.com/deltares/rtc-tools-channel-flow/issues/1013,NULL,NULL,NULL,NULL,https://gitlab.com/deltares/rtc-tools-channel-flow,https://gitlab.com/deltares/rtc-tools-channel-flow/issues/1013,,,,,,,,200205-181521,closed,FALSE,0,0,0,NULL,detached,NULL,12,1,1,,
detached:https://gitlab.com/districted/auth-server/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/districted/auth-server,https://gitlab.com/districted/auth-server/issues/1,,,,,,,,200205-181522,opened,FALSE,0,0,0,NULL,detached,NULL,4,1,6,,
detached:https://gitlab.com/elad.noor/equilibrator-cache/issues/22,NULL,NULL,NULL,NULL,https://gitlab.com/elad.noor/equilibrator-cache,https://gitlab.com/elad.noor/equilibrator-cache/issues/22,,,,,,,,200205-181523,deleted,FALSE,0,0,0,NULL,detached,NULL,-1,-1,-1,,
detached:https://gitlab.com/european-data-portal/sparql-manager/issues/3,NULL,NULL,NULL,NULL,https://gitlab.com/european-data-portal/sparql-manager,https://gitlab.com/european-data-portal/sparql-manager/issues/3,,,,,,,,200205-181523,opened,FALSE,0,0,0,NULL,detached,NULL,13,0,0,,
detached:https://gitlab.com/eyeo/adblockplus/adblockpluschrome/issues/59,NULL,NULL,NULL,NULL,https://gitlab.com/eyeo/adblockplus/adblockpluschrome,https://gitlab.com/eyeo/adblockplus/adblockpluschrome/issues/59,,,,,,,,200205-181525,deleted,FALSE,0,1,0,rejected,detached,NULL,-1,-1,-1,,
detached:https://gitlab.com/gnaar/edge/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/gnaar/edge,https://gitlab.com/gnaar/edge/issues/1,,,,,,,,200205-181525,opened,FALSE,0,0,0,NULL,detached,NULL,1,0,0,,
detached:https://gitlab.com/gnaar/gear/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/gnaar/gear,https://gitlab.com/gnaar/gear/issues/1,,,,,,,,200205-181526,opened,FALSE,0,0,0,NULL,detached,NULL,2,0,0,,
detached:https://gitlab.com/gnaar/off-piste/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/gnaar/off-piste,https://gitlab.com/gnaar/off-piste/issues/1,,,,,,,,200205-181527,opened,FALSE,0,0,0,NULL,detached,NULL,1,0,0,,
detached:https://gitlab.com/gnaar/powder/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/gnaar/powder,https://gitlab.com/gnaar/powder/issues/1,,,,,,,,200205-181527,opened,FALSE,0,0,0,NULL,detached,NULL,3,0,0,,
detached:https://gitlab.com/kb/base/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/kb/base,https://gitlab.com/kb/base/issues/1,,,,,,,,200205-181528,closed,FALSE,0,1,2,NULL,detached,NULL,7,3,13,,
detached:https://gitlab.com/inkscape/inkscape/issues/386,NULL,NULL,NULL,NULL,https://gitlab.com/inkscape/inkscape,https://gitlab.com/inkscape/inkscape/issues/386,,,,,,,,200205-181530,closed,FALSE,0,2,1,NULL,detached,NULL,114,70,851,,
detached:https://gitlab.com/drizzt/vps2arch/issues/66,NULL,NULL,NULL,NULL,https://gitlab.com/drizzt/vps2arch,https://gitlab.com/drizzt/vps2arch/issues/66,,,,,,,,200205-181537,opened,FALSE,0,0,0,NULL,detached,NULL,6,2,4,,
detached:https://gitlab.com/kb/checkout/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/kb/checkout,https://gitlab.com/kb/checkout/issues/1,,,,,,,,200205-181538,closed,FALSE,0,0,2,NULL,detached,NULL,5,1,3,,
detached:https://gitlab.com/kb/mail/issues/1,NULL,NULL,NULL,NULL,https://gitlab.com/kb/mail,https://gitlab.com/kb/mail/issues/1,,,,,,,,200205-181539,closed,FALSE,0,0,2,NULL,detached,NULL,5,0,0,,
detached:https://gitlab.com/fdroid/fdroid-website/issues/407,NULL,NULL,NULL,NULL,https://gitlab.com/fdroid/fdroid-website,https://gitlab.com/fdroid/fdroid-website/issues/407,,,,,,,,200205-181540,closed,FALSE,0,1,2,NULL,detached,NULL,104,20,198,,
